EXT1,EXT2,EXT3,EXT4,EXT5,EST1,EST2,EST3,EST4,EST5,AGR1,AGR2,AGR3,AGR4,AGR5,CSN1,CSN2,CSN3,CSN4,CSN5,OPN1,OPN2,OPN3,OPN4,OPN5,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
4.0,2.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,2017-09-06 13:18:40,375.0,667.0,9.0,203.0,10,1,TR,41.0186,28.9647
1.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2017-06-26 14:11:49,320.0,568.0,9.0,37340.0,18,1,TR,41.0136,28.955
5.0,1.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,1.0,4.0,2.0,4.0,2018-04-19 14:39:25,1920.0,1080.0,460.0,430.0,31,1,TR,41.0136,28.955
1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,0.0,4.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,5.0,2018-06-07 05:52:46,1600.0,900.0,48.0,292.0,18,1,TR,41.0186,28.9647
3.0,4.0,4.0,3.0,5.0,1.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,2018-09-02 00:19:30,375.0,667.0,3.0,156.0,8,1,TR,41.0186,28.9647
2.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,5.0,2.0,3.0,5.0,1.0,4.0,1.0,3.0,2018-04-18 04:38:41,1536.0,864.0,11.0,213.0,16,1,TR,41.0186,28.9647
3.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2018-07-05 14:24:32,1366.0,768.0,32.0,368.0,20,1,TR,41.0186,28.9647
5.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,1.0,5.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,0.0,2018-09-22 20:39:54,360.0,640.0,14.0,62.0,23,1,TR,39.9117,32.8403
2.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2017-11-26 23:25:59,428.0,761.0,4.0,254.0,15,1,TR,41.0136,28.955
2.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,0.0,5.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0,2016-04-22 05:00:02,1366.0,768.0,2.0,203.0,55,1,TR,41.0136,28.955
2.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,5.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,2018-08-09 13:57:13,360.0,640.0,32.0,862.0,13,1,TR,41.0136,28.955
1.0,3.0,2.0,3.0,3.0,5.0,1.0,5.0,1.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,1.0,3.0,3.0,5.0,2.0,3.0,2017-12-17 12:24:40,375.0,667.0,12.0,214.0,11,1,TR,41.0186,28.9647
2.0,1.0,5.0,2.0,2.0,3.0,5.0,5.0,4.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,5.0,4.0,1.0,5.0,3.0,5.0,2018-10-16 06:31:51,360.0,740.0,4.0,338.0,11,1,TR,41.0136,28.955
2.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2017-01-02 14:48:27,360.0,640.0,3.0,331.0,4,1,TR,41.0186,28.9647
2.0,1.0,3.0,2.0,5.0,5.0,3.0,5.0,2.0,1.0,3.0,5.0,1.0,5.0,2.0,4.0,2.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,2016-09-30 16:20:51,1440.0,900.0,1376.0,158.0,9,1,TR,39.9117,32.8403
5.0,1.0,5.0,4.0,5.0,1.0,4.0,3.0,4.0,2.0,3.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,2018-07-05 05:05:44,1600.0,900.0,3.0,641.0,43,1,TR,41.0186,28.9647
1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,2018-10-26 06:54:56,1366.0,768.0,65.0,309.0,17,1,TR,39.9117,32.8403
5.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,2.0,4.0,3.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,2018-04-17 14:00:38,414.0,736.0,12.0,236.0,9,1,TR,41.0186,28.9647
1.0,2.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2017-11-01 10:19:24,1920.0,1080.0,18.0,161.0,12,1,TR,41.0186,28.9647
1.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,5.0,2018-09-14 02:26:47,878.0,1171.0,3.0,248.0,9,1,TR,41.0186,28.9647
1.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,2018-04-17 22:36:06,375.0,667.0,6.0,362.0,15,1,TR,41.0136,28.955
3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2017-02-28 05:53:50,1024.0,640.0,20.0,264.0,12,1,TR,41.0136,28.955
1.0,3.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,2016-07-29 06:16:07,360.0,640.0,20.0,265.0,11,1,TR,37.2181,28.3665
3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,2018-05-01 11:52:17,360.0,640.0,203.0,317.0,21,1,TR,41.0186,28.9647
3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,2.0,5.0,2.0,4.0,2018-03-09 00:42:52,360.0,640.0,11.0,234.0,14,1,TR,39.9117,32.8403
3.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2018-09-18 07:16:58,1536.0,864.0,4.0,781.0,20,1,TR,37.2181,28.3665
1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,5.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2018-02-18 05:16:38,1920.0,1080.0,2.0,158.0,9,1,TR,41.0136,28.955
2.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,2017-08-03 21:57:25,1366.0,768.0,7.0,272.0,155,1,TR,41.0186,28.9647
1.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0,3.0,3.0,1.0,2.0,2017-06-05 16:51:37,320.0,568.0,10.0,1590.0,72,1,TR,41.0136,28.955
3.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,4.0,5.0,3.0,0.0,2016-10-29 00:39:15,1280.0,800.0,5.0,454.0,25,1,TR,41.0136,28.955
3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,5.0,2018-07-30 08:46:16,1366.0,768.0,41.0,330.0,36,1,TR,39.9117,32.8403
1.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2016-07-31 08:18:08,1920.0,1080.0,4.0,170.0,13,1,TR,41.0186,28.9647
5.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2018-05-18 06:00:09,1440.0,900.0,215232.0,915.0,19,1,TR,41.0186,28.9647
3.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0,4.0,2018-07-29 13:02:13,1366.0,768.0,12.0,227.0,10,1,TR,38.0347,27.5594
1.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,2018-04-30 12:17:50,360.0,640.0,39.0,984.0,48,1,TR,41.0186,28.9647
1.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,1.0,4.0,1.0,4.0,2017-07-04 18:21:07,1920.0,1080.0,7.0,319.0,13,1,TR,38.4127,27.1384
3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,2016-05-24 03:59:00,1920.0,1080.0,2.0,348.0,13,1,TR,41.0136,28.955
2.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2018-01-07 04:41:20,1366.0,768.0,1689.0,691.0,16,1,TR,41.0136,28.955
3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,2018-09-17 15:39:20,1366.0,768.0,6.0,309.0,7,1,TR,41.0136,28.955
2.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,2017-07-07 02:20:25,375.0,667.0,11.0,277.0,29,1,TR,41.0136,28.955
2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2016-12-29 14:25:35,1536.0,864.0,5.0,208.0,20,1,TR,41.0186,28.9647
2.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2017-04-19 13:39:03,1366.0,768.0,3.0,309043.0,33,1,TR,41.0136,28.955
3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,2017-01-20 23:42:42,360.0,592.0,8.0,250.0,12,1,TR,41.0186,28.9647
2.0,4.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,2016-06-30 10:25:05,1440.0,900.0,4.0,2406.0,15,1,TR,38.4127,27.1384
1.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2016-05-27 11:59:05,1366.0,768.0,5.0,178.0,14,1,TR,39.9117,32.8403
3.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,1.0,4.0,3.0,5.0,1.0,4.0,2.0,5.0,3.0,5.0,1.0,4.0,4.0,1.0,5.0,1.0,4.0,2016-10-23 10:32:26,1366.0,768.0,17.0,4633.0,223,1,TR,41.0136,28.955
3.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,0.0,2018-02-26 14:21:32,1536.0,864.0,7.0,366.0,26,1,TR,41.0136,28.955
3.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,3.0,2017-07-21 07:03:20,360.0,640.0,2627.0,171.0,3,1,TR,39.9117,32.8403
2.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,5.0,2018-05-10 12:28:39,1366.0,768.0,12.0,152.0,13,1,TR,41.0186,28.9647
1.0,5.0,1.0,5.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2016-05-26 04:41:10,1366.0,768.0,3.0,158.0,8,1,TR,41.0136,28.955
2.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2018-04-24 03:49:34,1280.0,720.0,55.0,257.0,14,1,TR,39.9117,32.8403
2.0,5.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,3.0,2018-06-29 08:57:35,1366.0,768.0,4577.0,463.0,14,1,TR,41.0136,28.955
1.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2017-08-02 04:03:52,1366.0,768.0,70.0,344.0,15,1,TR,39.9117,32.8403
1.0,2.0,2.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,1.0,5.0,2.0,4.0,2017-07-31 05:49:12,1366.0,768.0,26.0,282.0,13,1,TR,41.0186,28.9647
2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2017-10-14 08:31:47,1366.0,768.0,6.0,335.0,14,1,TR,41.0186,28.9647
2.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,4.0,2.0,2.0,1.0,5.0,1.0,5.0,2018-04-03 12:53:42,1024.0,600.0,39.0,205.0,16,1,TR,41.0186,28.9647
1.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,2016-12-16 19:34:05,375.0,667.0,5.0,228.0,11,1,TR,41.0136,28.955
3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,4.0,2016-12-13 14:21:57,1280.0,800.0,5.0,1239.0,71,1,TR,39.9117,32.8403
3.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,1.0,5.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,2018-10-17 02:30:57,414.0,736.0,11.0,353.0,12,1,TR,41.0136,28.955
2.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2018-09-22 03:09:41,1366.0,768.0,16.0,503.0,22,1,TR,41.0186,28.9647
3.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,2016-04-30 01:08:25,1366.0,768.0,4.0,171.0,14,1,TR,39.9117,32.8403
4.0,1.0,5.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,2.0,4.0,5.0,1.0,5.0,2.0,3.0,2018-06-24 06:40:43,375.0,667.0,364.0,62830.0,19,1,TR,41.0136,28.955
2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,2018-04-12 04:43:58,360.0,640.0,8.0,358.0,15,1,TR,39.9117,32.8403
3.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,1.0,5.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,2018-01-12 08:06:34,360.0,640.0,24.0,306.0,15,1,TR,41.0136,28.955
1.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,2016-08-11 02:11:44,1400.0,1050.0,648.0,154.0,16,1,TR,38.7139,27.9142
3.0,5.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,4.0,3.0,1.0,5.0,1.0,4.0,2018-09-13 12:19:41,375.0,667.0,4.0,272.0,16,1,TR,41.0186,28.9647
3.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,3.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,2018-02-22 08:55:24,1366.0,768.0,26.0,435.0,23,1,TR,38.612,27.4265
3.0,3.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,2018-08-16 07:22:31,1920.0,1080.0,7.0,223.0,10,1,TR,41.0136,28.955
1.0,5.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,0.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2017-02-05 10:48:21,1280.0,1024.0,13.0,938.0,4,1,TR,41.0136,28.955
1.0,5.0,2.0,3.0,2.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,4.0,2018-07-08 11:47:46,1440.0,900.0,2.0,99.0,5,1,TR,41.0136,28.955
1.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2017-03-27 14:14:43,1920.0,1080.0,8.0,253.0,12,1,TR,41.0136,28.955
2.0,3.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2018-01-10 11:28:23,1440.0,900.0,179.0,151.0,9,1,TR,41.0136,28.955
1.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,2016-04-08 09:53:00,1360.0,768.0,4.0,330.0,72,1,TR,38.612,27.4265
2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2016-06-09 23:29:23,360.0,640.0,17.0,339.0,9,1,TR,41.0186,28.9647
2.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,5.0,1.0,5.0,2017-05-25 01:17:26,1920.0,1080.0,3.0,157.0,11,1,TR,41.0186,28.9647
2.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,2018-03-15 02:53:41,1920.0,1080.0,86.0,235.0,11,1,TR,41.0136,28.955
2.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,2016-05-26 15:41:42,1366.0,768.0,2.0,249.0,11,1,TR,41.0186,28.9647
5.0,1.0,5.0,1.0,5.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,2016-08-22 14:18:48,414.0,736.0,4.0,192.0,9,1,TR,41.0136,28.955
1.0,3.0,1.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,5.0,3.0,4.0,2017-09-22 04:48:11,1440.0,900.0,3.0,227.0,19,1,TR,41.0186,28.9647
4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2016-12-05 12:59:41,1600.0,900.0,11.0,164.0,12,1,TR,41.0136,28.955
2.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2018-03-10 23:41:33,375.0,667.0,4.0,195.0,8,1,TR,39.9117,32.8403
3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,5.0,2016-05-02 04:30:01,1920.0,1080.0,11.0,364.0,23,1,TR,41.0186,28.9647
1.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,4.0,4.0,1.0,3.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,2018-05-23 19:43:14,360.0,640.0,16.0,377.0,12,1,TR,41.0136,28.955
1.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,2.0,5.0,1.0,3.0,2018-04-16 15:17:38,1920.0,1080.0,15.0,135.0,10,1,TR,39.8453,33.5064
3.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2016-09-05 04:10:30,360.0,640.0,21.0,369.0,24,1,TR,41.0136,28.955
1.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,1.0,5.0,1.0,3.0,5.0,2.0,4.0,1.0,4.0,2018-02-21 13:11:47,834.0,1112.0,47.0,320.0,16,1,TR,41.0186,28.9647
1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,4.0,2017-02-18 12:13:57,360.0,640.0,21.0,274.0,11,1,TR,41.0186,28.9647
4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2016-12-04 08:48:40,1280.0,800.0,11.0,9340.0,11,1,TR,39.9117,32.8403
1.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,2018-06-17 13:37:46,360.0,760.0,6.0,425.0,15,1,TR,41.0186,28.9647
1.0,2.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2017-12-13 01:37:02,360.0,640.0,349.0,327.0,8,1,TR,41.0186,28.9647
4.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,2017-07-06 02:18:45,1366.0,768.0,765.0,150.0,6,1,TR,41.0136,28.955
3.0,5.0,1.0,4.0,1.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,3.0,2018-05-12 05:48:00,1536.0,864.0,38.0,187.0,14,1,TR,41.0136,28.955
2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,2016-04-21 13:35:36,1920.0,1080.0,70.0,577.0,11,1,TR,41.0136,28.955
4.0,1.0,5.0,1.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,1.0,4.0,2018-08-30 14:10:45,320.0,568.0,6.0,199.0,11,1,TR,41.0136,28.955
